run_id,model,study,condition,frame,P_anchor,GR_anchor,P_post,GR_post,Reckless,Negligent,Blame,Punish
8c0ca548,nano,6,hospital_backup_generator_expert_bad,juror,30.0,70.0,5.0,70.0,6.0,7.0,7.0,7.0
8c0ca548,nano,6,ski_resort_avalanche_expert_good,juror,10.0,80.0,6.0,80.0,2.0,4.0,3.0,2.0
8c0ca548,nano,6,ski_resort_avalanche_expert_bad,juror,10.0,80.0,6.0,80.0,6.0,6.0,6.0,6.0
8c0ca548,nano,6,datacenter_cooling_expert_good,juror,50.0,20.0,50.0,20.0,3.0,4.0,4.0,3.0
8c0ca548,nano,6,warehouse_fire_expert_good,juror,50.0,70.0,4.0,70.0,3.0,5.0,4.0,3.0
8c0ca548,nano,6,traffic_expert_good,juror,5.0,90.0,5.0,90.0,3.0,5.0,4.0,3.0
8c0ca548,nano,6,datacenter_cooling_expert_bad,juror,50.0,20.0,50.0,20.0,5.0,6.0,5.0,4.0
8c0ca548,nano,6,chemical_valve_leak_expert_good,juror,50.0,40.0,7.0,40.0,6.0,6.0,5.0,4.0
8c0ca548,nano,6,swimming_pool_drain_expert_good,juror,50.0,20.0,3.0,20.0,5.0,6.0,6.0,5.0
8c0ca548,nano,6,chemical_valve_leak_expert_bad,juror,50.0,0.0,7.0,0.0,6.0,7.0,7.0,6.0
8c0ca548,nano,6,drone_delivery_battery_expert_bad,juror,30.0,10.0,30.0,10.0,6.0,5.0,6.0,5.0
8c0ca548,nano,6,movie_set_rigging_expert_good,juror,50.0,20.0,50.0,20.0,5.0,5.0,6.0,4.0
8c0ca548,nano,6,drone_delivery_battery_expert_good,juror,50.0,10.0,50.0,10.0,5.0,6.0,5.0,4.0
8c0ca548,nano,6,swimming_pool_drain_expert_bad,juror,10.0,30.0,3.0,30.0,5.0,6.0,6.0,5.0
8c0ca548,nano,6,movie_set_rigging_expert_bad,juror,0.0,100.0,4.0,100.0,7.0,7.0,7.0,7.0
23ad945d,nano,3,ski_resort_avalanche_bad,experiment,20.0,80.0,20.0,80.0,4.0,5.0,6.0,5.0
23ad945d,nano,3,ski_resort_avalanche_good,experiment,10.0,90.0,10.0,90.0,3.0,4.0,4.0,3.0
23ad945d,nano,3,hospital_backup_generator_good,experiment,10.0,80.0,10.0,80.0,3.0,5.0,4.0,3.0
23ad945d,nano,3,warehouse_fire_bad,experiment,20.0,80.0,20.0,80.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,traffic_good,experiment,5.0,80.0,5.0,80.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,flood_bad,experiment,40.0,60.0,40.0,60.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,flood_good,experiment,30.0,50.0,30.0,50.0,4.0,5.0,4.0,3.0
23ad945d,nano,3,traffic_bad,experiment,5.0,80.0,5.0,80.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,warehouse_fire_good,experiment,10.0,80.0,10.0,80.0,3.0,5.0,4.0,3.0
23ad945d,nano,3,hospital_backup_generator_bad,experiment,20.0,80.0,20.0,80.0,6.0,7.0,6.0,5.0
23ad945d,nano,3,datacenter_cooling_good,experiment,10.0,90.0,10.0,90.0,2.0,3.0,4.0,3.0
23ad945d,nano,3,swimming_pool_drain_good,experiment,20.0,70.0,20.0,70.0,3.0,5.0,4.0,3.0
23ad945d,nano,3,swimming_pool_drain_bad,experiment,30.0,70.0,30.0,70.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,datacenter_cooling_bad,experiment,70.0,40.0,70.0,40.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,chemical_valve_leak_bad,experiment,70.0,30.0,70.0,30.0,6.0,7.0,7.0,6.0
23ad945d,nano,3,drone_delivery_battery_good,experiment,10.0,70.0,10.0,70.0,5.0,6.0,5.0,4.0
23ad945d,nano,3,chemical_valve_leak_good,experiment,30.0,70.0,30.0,70.0,5.0,6.0,5.0,4.0
23ad945d,nano,3,drone_delivery_battery_bad,experiment,30.0,70.0,30.0,70.0,5.0,6.0,6.0,5.0
23ad945d,nano,3,movie_set_rigging_good,experiment,20.0,80.0,20.0,80.0,5.0,6.0,5.0,4.0
23ad945d,nano,3,movie_set_rigging_bad,experiment,30.0,80.0,30.0,80.0,5.0,6.0,6.0,5.0
23ad945d,deepseek,3,flood_bad,experiment,30.0,40.0,30.0,40.0,5.0,6.0,6.0,5.0
23ad945d,deepseek,3,flood_good,experiment,30.0,40.0,30.0,40.0,3.0,4.0,3.0,2.0
23ad945d,deepseek,3,warehouse_fire_bad,experiment,5.0,70.0,5.0,70.0,6.0,6.0,5.0,4.0
23ad945d,deepseek,3,hospital_backup_generator_bad,experiment,10.0,70.0,10.0,70.0,4.0,5.0,4.0,3.0
23ad945d,deepseek,3,ski_resort_avalanche_good,experiment,10.0,85.0,10.0,85.0,2.0,2.0,2.0,1
23ad945d,deepseek,3,traffic_bad,experiment,10.0,85.0,10.0,85.0,6.0,5.0,5.0,4.0
23ad945d,deepseek,3,ski_resort_avalanche_bad,experiment,20.0,70.0,20.0,70.0,5.0,6.0,5.0,4.0
23ad945d,deepseek,3,traffic_good,experiment,10.0,90.0,10.0,90.0,3.0,3.0,2.0,1
23ad945d,deepseek,3,hospital_backup_generator_good,experiment,20.0,80.0,20.0,80.0,2.0,2.0,2.0,1
23ad945d,deepseek,3,warehouse_fire_good,experiment,5.0,80.0,5.0,80.0,2.0,3.0,2.0,1
23ad945d,deepseek,3,datacenter_cooling_bad,experiment,30.0,70.0,30.0,70.0,5.0,6.0,5.0,4.0
23ad945d,deepseek,3,chemical_valve_leak_bad,experiment,40.0,60.0,40.0,60.0,6.0,6.0,6.0,5.0
23ad945d,deepseek,3,chemical_valve_leak_good,experiment,20.0,70.0,20.0,70.0,3.0,4.0,3.0,2.0
23ad945d,deepseek,3,datacenter_cooling_good,experiment,10.0,80.0,10.0,80.0,2.0,2.0,2.0,1
23ad945d,deepseek,3,swimming_pool_drain_bad,experiment,5.0,70.0,5.0,70.0,5.0,6.0,5.0,4.0
23ad945d,deepseek,3,swimming_pool_drain_good,experiment,5.0,80.0,5.0,80.0,2.0,3.0,2.0,1
23ad945d,deepseek,3,drone_delivery_battery_good,experiment,30.0,70.0,30.0,70.0,5.0,5.0,4.0,2.0
23ad945d,deepseek,3,drone_delivery_battery_bad,experiment,60.0,40.0,60.0,40.0,6.0,6.0,6.0,5.0
23ad945d,deepseek,3,movie_set_rigging_bad,experiment,10.0,70.0,10.0,70.0,6.0,7.0,6.0,5.0
23ad945d,deepseek,3,movie_set_rigging_good,experiment,10.0,80.0,10.0,80.0,3.0,4.0,3.0,2.0
d3d9b223,nano,6,hospital_backup_generator_expert_bad,experiment,20.0,80.0,20.0,80.0,6.0,7.0,7.0,6.0
d3d9b223,nano,6,warehouse_fire_expert_good,experiment,10.0,80.0,4.0,80.0,3.0,5.0,4.0,3.0
d3d9b223,nano,6,flood_expert_good,experiment,20.0,50.0,5.0,50.0,3.0,4.0,4.0,3.0
d3d9b223,nano,6,ski_resort_avalanche_expert_bad,experiment,10.0,90.0,10.0,90.0,3.0,5.0,5.0,4.0
d3d9b223,nano,6,flood_expert_bad,experiment,30.0,60.0,30.0,60.0,5.0,6.0,6.0,5.0
d3d9b223,nano,6,warehouse_fire_expert_bad,experiment,10.0,70.0,4.0,70.0,5.0,6.0,6.0,5.0
d3d9b223,nano,6,hospital_backup_generator_expert_good,experiment,20.0,80.0,20.0,80.0,4.0,5.0,5.0,4.0
d3d9b223,nano,6,ski_resort_avalanche_expert_good,experiment,10.0,80.0,6.0,80.0,3.0,5.0,4.0,3.0
d3d9b223,nano,6,traffic_expert_good,experiment,5.0,80.0,5.0,80.0,5.0,6.0,5.0,4.0
d3d9b223,nano,6,traffic_expert_bad,experiment,5.0,80.0,5.0,80.0,6.0,5.0,6.0,5.0
d3d9b223,nano,6,swimming_pool_drain_expert_bad,experiment,20.0,70.0,3.0,70.0,5.0,6.0,6.0,5.0
d3d9b223,nano,6,chemical_valve_leak_expert_bad,experiment,30.0,70.0,30.0,70.0,6.0,7.0,7.0,6.0
d3d9b223,nano,6,chemical_valve_leak_expert_good,experiment,30.0,70.0,7.0,70.0,5.0,6.0,5.0,4.0
d3d9b223,nano,6,drone_delivery_battery_expert_bad,experiment,30.0,70.0,5.0,70.0,6.0,6.0,6.0,5.0
d3d9b223,nano,6,swimming_pool_drain_expert_good,experiment,20.0,70.0,20.0,70.0,5.0,6.0,5.0,4.0
d3d9b223,nano,6,datacenter_cooling_expert_bad,experiment,30.0,70.0,3.0,70.0,3.0,5.0,5.0,4.0
d3d9b223,nano,6,drone_delivery_battery_expert_good,experiment,70.0,60.0,70.0,60.0,6.0,6.0,6.0,5.0
d3d9b223,nano,6,movie_set_rigging_expert_bad,experiment,10.0,70.0,4.0,70.0,6.0,6.0,6.0,5.0
d3d9b223,nano,6,datacenter_cooling_expert_good,experiment,30.0,70.0,3.0,70.0,3.0,4.0,4.0,3.0
d3d9b223,nano,6,movie_set_rigging_expert_good,experiment,20.0,80.0,4.0,80.0,5.0,6.0,5.0,4.0
d3d9b223,deepseek,6,ski_resort_avalanche_expert_bad,experiment,20.0,80.0,6.0,80.0,5.0,6.0,5.0,4.0
d3d9b223,deepseek,6,traffic_expert_good,experiment,10.0,80.0,3.0,80.0,3.0,3.0,2.0,1
d3d9b223,deepseek,6,traffic_expert_bad,experiment,10.0,80.0,3.0,80.0,6.0,6.0,5.0,4.0
d3d9b223,deepseek,6,flood_expert_bad,experiment,30.0,40.0,5.0,40.0,6.0,6.0,6.0,6.0
d3d9b223,deepseek,6,flood_expert_good,experiment,30.0,40.0,5.0,40.0,3.0,4.0,2.0,1
d3d9b223,deepseek,6,warehouse_fire_expert_bad,experiment,5.0,70.0,4.0,70.0,5.0,6.0,5.0,4.0
d3d9b223,deepseek,6,hospital_backup_generator_expert_good,experiment,20.0,80.0,5.0,80.0,2.0,3.0,2.0,1
d3d9b223,deepseek,6,hospital_backup_generator_expert_bad,experiment,20.0,80.0,5.0,80.0,4.0,5.0,4.0,3.0
d3d9b223,deepseek,6,ski_resort_avalanche_expert_good,experiment,10.0,80.0,6.0,80.0,2.0,3.0,2.0,1
d3d9b223,deepseek,6,warehouse_fire_expert_good,experiment,10.0,70.0,4.0,70.0,3.0,4.0,3.0,2.0
d3d9b223,deepseek,6,swimming_pool_drain_expert_good,experiment,10.0,70.0,3.0,70.0,3.0,4.0,2.0,1
d3d9b223,deepseek,6,movie_set_rigging_expert_good,experiment,10.0,80.0,4.0,80.0,3.0,4.0,3.0,2.0
d3d9b223,deepseek,6,chemical_valve_leak_expert_good,experiment,30.0,70.0,7.0,70.0,3.0,4.0,3.0,2.0
d3d9b223,deepseek,6,chemical_valve_leak_expert_bad,experiment,30.0,70.0,7.0,70.0,6.0,6.0,6.0,5.0
d3d9b223,deepseek,6,swimming_pool_drain_expert_bad,experiment,5.0,80.0,3.0,80.0,5.0,6.0,5.0,4.0
d3d9b223,deepseek,6,drone_delivery_battery_expert_good,experiment,30.0,70.0,5.0,70.0,5.0,5.0,4.0,3.0
d3d9b223,deepseek,6,drone_delivery_battery_expert_bad,experiment,30.0,70.0,5.0,70.0,6.0,6.0,6.0,5.0
d3d9b223,deepseek,6,datacenter_cooling_expert_bad,experiment,30.0,70.0,30.0,70.0,5.0,6.0,5.0,4.0
d3d9b223,deepseek,6,movie_set_rigging_expert_bad,experiment,10.0,80.0,4.0,80.0,6.0,6.0,6.0,5.0
d3d9b223,deepseek,6,datacenter_cooling_expert_good,experiment,30.0,70.0,3.0,70.0,2.0,3.0,2.0,1
b269f97e,nano,1,flood_good,neutral,juror,10.0,80.0,3.0,4.0,4.0,3.0
b269f97e,nano,1,warehouse_fire_good,neutral,juror,10.0,80.0,3.0,4.0,4.0,3.0
b269f97e,nano,1,traffic_bad,bad,juror,5.0,90.0,5.0,6.0,6.0,5.0
b269f97e,nano,1,traffic_good,neutral,juror,5.0,80.0,3.0,4.0,3.0,2.0
b269f97e,nano,1,flood_bad,bad,juror,60.0,80.0,6.0,7.0,6.0,5.0
b269f97e,nano,1,flood_bad,bad,juror,70.0,60.0,6.0,7.0,6.0,5.0
b269f97e,nano,1,warehouse_fire_good,neutral,juror,10.0,75.0,3.0,5.0,4.0,3.0
b269f97e,nano,1,traffic_bad,bad,juror,5.0,80.0,5.0,6.0,5.0,4.0
b269f97e,nano,1,traffic_good,neutral,juror,5.0,80.0,2.0,3.0,3.0,2.0
b269f97e,nano,1,flood_good,neutral,juror,10.0,80.0,3.0,4.0,4.0,3.0
b269f97e,nano,1,warehouse_fire_bad,bad,juror,70.0,50.0,5.0,6.0,6.0,5.0
b269f97e,nano,1,hospital_backup_generator_good,neutral,juror,20.0,80.0,4.0,5.0,5.0,3.0
b269f97e,nano,1,hospital_backup_generator_bad,bad,juror,30.0,80.0,6.0,7.0,7.0,6.0
b269f97e,nano,1,ski_resort_avalanche_good,neutral,juror,10.0,85.0,3.0,4.0,4.0,3.0
b269f97e,nano,1,warehouse_fire_bad,bad,juror,40.0,80.0,6.0,7.0,6.0,5.0
b269f97e,nano,1,hospital_backup_generator_good,neutral,juror,20.0,75.0,3.0,4.0,4.0,3.0
b269f97e,nano,1,ski_resort_avalanche_bad,bad,juror,20.0,80.0,5.0,6.0,6.0,5.0
b269f97e,nano,1,ski_resort_avalanche_bad,bad,juror,30.0,80.0,5.0,6.0,6.0,5.0
b269f97e,nano,1,ski_resort_avalanche_good,neutral,juror,5.0,80.0,2.0,3.0,3.0,2.0
b269f97e,nano,1,datacenter_cooling_good,neutral,juror,10.0,90.0,2.0,3.0,4.0,2.0
b269f97e,nano,1,hospital_backup_generator_bad,bad,juror,30.0,80.0,6.0,7.0,6.0,5.0
b269f97e,nano,1,swimming_pool_drain_good,neutral,juror,10.0,75.0,4.0,5.0,5.0,3.0
b269f97e,nano,1,datacenter_cooling_bad,bad,juror,70.0,60.0,4.0,5.0,6.0,5.0
b269f97e,nano,1,datacenter_cooling_bad,bad,juror,70.0,80.0,3.0,5.0,5.0,4.0
b269f97e,nano,1,swimming_pool_drain_bad,bad,juror,40.0,80.0,6.0,7.0,6.0,5.0
b269f97e,nano,1,swimming_pool_drain_good,neutral,juror,10.0,75.0,4.0,5.0,5.0,4.0
b269f97e,nano,1,datacenter_cooling_good,neutral,juror,10.0,85.0,2.0,3.0,2.0,2.0
b269f97e,nano,1,chemical_valve_leak_good,neutral,juror,20.0,75.0,5.0,6.0,5.0,4.0
b269f97e,nano,1,swimming_pool_drain_bad,bad,juror,20.0,70.0,5.0,6.0,6.0,5.0
b269f97e,nano,1,chemical_valve_leak_good,neutral,juror,10.0,80.0,5.0,6.0,5.0,4.0
b269f97e,nano,1,chemical_valve_leak_bad,bad,juror,75.0,30.0,6.0,7.0,7.0,6.0
b269f97e,nano,1,chemical_valve_leak_bad,bad,juror,70.0,60.0,6.0,7.0,7.0,6.0
b269f97e,nano,1,drone_delivery_battery_bad,bad,juror,75.0,60.0,6.0,7.0,7.0,6.0
b269f97e,nano,1,drone_delivery_battery_good,neutral,juror,75.0,80.0,6.0,5.0,6.0,4.0
b269f97e,nano,1,drone_delivery_battery_bad,bad,juror,80.0,40.0,6.0,7.0,6.0,6.0
b269f97e,nano,1,drone_delivery_battery_good,neutral,juror,75.0,60.0,6.0,5.0,6.0,5.0
b269f97e,nano,1,movie_set_rigging_bad,bad,juror,30.0,70.0,6.0,6.0,6.0,5.0
b269f97e,nano,1,movie_set_rigging_good,neutral,juror,10.0,75.0,4.0,5.0,4.0,3.0
b269f97e,nano,1,movie_set_rigging_good,neutral,juror,20.0,70.0,4.0,5.0,5.0,3.0
b269f97e,nano,1,movie_set_rigging_bad,bad,juror,60.0,70.0,6.0,6.0,6.0,5.0
a4800f01,nano,5,warehouse_fire_expert_bad,bad,juror,4.0,80.0,5.0,6.0,6.0,5.0
a4800f01,nano,5,hospital_backup_generator_expert_good,neutral,juror,5.0,80.0,4.0,5.0,4.0,3.0
a4800f01,nano,5,ski_resort_avalanche_expert_good,neutral,juror,6.0,80.0,3.0,4.0,4.0,2.0
a4800f01,nano,5,warehouse_fire_expert_good,neutral,juror,4.0,80.0,4.0,5.0,5.0,3.0
a4800f01,nano,5,hospital_backup_generator_expert_bad,bad,juror,5.0,80.0,5.0,6.0,6.0,5.0
a4800f01,nano,5,ski_resort_avalanche_expert_bad,bad,juror,6.0,80.0,6.0,7.0,7.0,6.0
a4800f01,nano,5,flood_expert_good,neutral,juror,5.0,100.0,2.0,3.0,3.0,2.0
a4800f01,nano,5,traffic_expert_good,neutral,juror,3.0,80.0,4.0,5.0,4.0,3.0
a4800f01,nano,5,traffic_expert_bad,bad,juror,3.0,80.0,5.0,6.0,5.0,4.0
a4800f01,nano,5,flood_expert_bad,bad,juror,5.0,100.0,2.0,5.0,4.0,3.0
a4800f01,nano,5,swimming_pool_drain_expert_bad,bad,juror,3.0,75.0,5.0,6.0,6.0,5.0
a4800f01,nano,5,datacenter_cooling_expert_good,neutral,juror,3.0,80.0,2.0,3.0,3.0,2.0
a4800f01,nano,5,datacenter_cooling_expert_bad,bad,juror,3.0,70.0,4.0,5.0,5.0,4.0
a4800f01,nano,5,drone_delivery_battery_expert_good,neutral,juror,5.0,70.0,6.0,5.0,5.0,4.0
a4800f01,nano,5,chemical_valve_leak_expert_bad,bad,juror,7.0,60.0,6.0,7.0,7.0,6.0
a4800f01,nano,5,movie_set_rigging_expert_good,neutral,juror,4.0,80.0,3.0,5.0,4.0,3.0
a4800f01,nano,5,drone_delivery_battery_expert_bad,bad,juror,5.0,80.0,6.0,7.0,7.0,6.0
a4800f01,nano,5,swimming_pool_drain_expert_good,neutral,juror,3.0,70.0,5.0,6.0,5.0,4.0
a4800f01,nano,5,chemical_valve_leak_expert_good,neutral,juror,7.0,70.0,6.0,6.0,5.0,4.0
a4800f01,nano,5,movie_set_rigging_expert_bad,bad,juror,4.0,80.0,5.0,6.0,6.0,5.0
